studio,domestic_gross,foreign_gross,year,title_new
IFC,2700.0,0.0,2012,cheerful weather for the wedding
IFC,800.0,0.0,2012,the decoy bride
Trib.,600.0,0.0,2012,death of a superhero
BV,400700000.0,875700000.0,2013,frozen
BV,409000000.0,805800000.0,2013,iron man 3
Uni.,368100000.0,602700000.0,2013,despicable me 2
WB (NL),258399999.0,700000000.0,2013,the hobbit: the desolation of smaug
LGF,424700000.0,440300000.0,2013,the hunger games: catching fire
Uni.,238700000.0,550000000.0,2013,fast & furious 6
BV,268500000.0,475700000.0,2013,monsters university
WB,274100000.0,449100000.0,2013,gravity
WB,291000000.0,377000000.0,2013,man of steel
BV,206400000.0,438200000.0,2013,thor: the dark world
Fox,187200000.0,400000000.0,2013,the croods
Par.,202400000.0,337600000.0,2013,world war z
BV,234900000.0,258399999.0,2013,oz the great and powerful
Par.,228800000.0,238600000.0,2013,star trek into darkness
Fox,132600000.0,282300000.0,2013,the wolverine
WB,101800000.0,309200000.0,2013,pacific rim
Par.,116900000.0,275100000.0,2013,the wolf of wall street
Par.,122500000.0,253200000.0,2013,g.i. joe: retaliation
WB,112200000.0,249800000.0,2013,the hangover part iii
WB,144800000.0,208800000.0,2013,the great gatsby (2013)
LG/S,117700000.0,234000000.0,2013,now you see me
Sony,71000000.0,276500000.0,2013,the smurfs 2
WB (NL),137400000.0,182100000.0,2013,the conjuring
Fox,67300000.0,237300000.0,2013,a good day to die hard
Uni.,89100000.0,197100000.0,2013,oblivion
TriS,93100000.0,193100000.0,2013,elysium
Fox,83000000.0,199500000.0,2013,turbo
Sony,119800000.0,154500000.0,2013,cloudy with a chance of meatballs 2
WB (NL),150400000.0,119600000.0,2013,we're the millers
Fox,107500000.0,160900000.0,2013,epic
BV,89300000.0,171200000.0,2013,the lone ranger
Sony,150100000.0,101100000.0,2013,american hustle
Sony,133699999.0,113300000.0,2013,grown ups 2
Sony,60500000.0,183300000.0,2013,after earth
BV,90300000.0,149000000.0,2013,planes
Fox,159600000.0,70300000.0,2013,the heat
Par.,55700000.0,170600000.0,2013,hansel and gretel: witch hunters
Sony,107100000.0,111700000.0,2013,captain phillips
Sony,73100000.0,132300000.0,2013,white house down
Fox,68600000.0,131300000.0,2013,percy jackson: sea of monsters
WAMCR,57400.0,197700000.0,2013,lost in thailand
WB (NL),65200000.0,132500000.0,2013,jack the giant slayer
Fox,58200000.0,129900000.0,2013,the secret life of walter mitty
FoxS,56700000.0,131100000.0,2013,12 years a slave
Wein.,116600000.0,60000000.0,2013,lee daniels' the butler
Uni.,134500000.0,39500000.0,2013,identity thief
Par.,125200000.0,46300000.0,2013,anchorman 2: the legend continues
FD,98900000.0,71300000.0,2013,olympus has fallen
FD,83600000.0,78300000.0,2013,insidious chapter 2
Uni.,125100000.0,29700000.0,2013,lone survivor
Par.,102000000.0,49800000.0,2013,jackass presents: bad grandpa
Uni.,38400000.0,113400000.0,2013,47 ronin
LG/S,53300000.0,94800000.0,2013,red 2
Uni.,71600000.0,74800000.0,2013,mama
LG/S,25100000.0,112200000.0,2013,escape plan
CBS,63900000.0,70500000.0,2013,last vegas
Uni.,75600000.0,56300000.0,2013,2 guns
Fox,36100000.0,90500000.0,2013,walking with dinosaurs
Sony,101500000.0,24600000.0,2013,this is the end
LG/S,61700000.0,63800000.0,2013,ender's game
WB,61000000.0,61100000.0,2013,prisoners
BV,83300000.0,34600000.0,2013,saving mr. banks
LG/S,66400000.0,50600000.0,2013,warm bodies
Uni.,45400000.0,71100000.0,2013,jurassic park 3d
CL,376000.0,115800000.0,2013,personal tailor
Rela.,55800000.0,54600000.0,2013,free birds
WB,46000000.0,59200000.0,2013,gangster squad
Wein.,37700000.0,62400000.0,2013,philomena
LGF,44500000.0,54600000.0,2013,instructions not included
Uni.,42000000.0,56300000.0,2013,riddick
Rela.,71300000.0,26200000.0,2013,safe haven
TriS,54200000.0,43300000.0,2013,evil dead (2013)
SPC,33400000.0,64099999.0,2013,blue jasmine
SGem,31200000.0,64200000.0,2013,the mortal instruments: city of bones
Fox,44700000.0,48800000.0,2013,the internship
Uni.,26900000.0,63300000.0,2013,rush (2013)
Uni.,64500000.0,24900000.0,2013,the purge
Yash,8000000.0,80000000.0,2013,dhoom 3
Uni.,15300000.0,71800000.0,2013,about time
Par.,49900000.0,36300000.0,2013,pain and gain
SGem,35300000.0,49500000.0,2013,carrie (2013)
Rela.,36900000.0,41500000.0,2013,the family (2013)
W/Dim.,32000000.0,46400000.0,2013,scary movie 5
Uni.,33600000.0,44700000.0,2013,r.i.p.d.
CL,23500.0,77700000.0,2013,tiny times
Fox,21500000.0,55100000.0,2013,the book thief
Wein.,57000000.0,17600000.0,2013,escape from planet earth
Wein.,37700000.0,36500000.0,2013,august: osage county
Uni.,70500000.0,2300000.0,2013,the best man holiday
WAMCR,87800.0,72200000.0,2013,young detective dee: rise of the sea dragon
Fox,17000000.0,54000000.0,2013,the counselor
TriS,51900000.0,16700000.0,2013,the call
TriS,28900000.0,39700000.0,2013,one direction: this is us
Wein.,6600000.0,57500000.0,2013,the grandmaster
ORF,32200000.0,31200000.0,2013,side effects (2013)
ORF,26600000.0,36700000.0,2013,the host (2013)
Fox,19300000.0,43400000.0,2013,runner runner
GK,1000000.0,60000000.0,2013,from up on poppy hill
Uni.,28800000.0,32000000.0,2013,kick-ass 2
ORF,40000000.0,20100000.0,2013,a haunted house
WB,19500000.0,40600000.0,2013,beautiful creatures (2013)
Wein.,18400000.0,41100000.0,2013,quartet
Focus,27300000.0,27900000.0,2013,dallas buyers club
PM&E,516000.0,54100000.0,2013,the face reader
LGF,52500000.0,853000.0,2013,tyler perry's a madea christmas
LGF,52000000.0,1200000.0,2013,tyler perry's temptation: confessions of a marriage counselor
BV,30700000.0,19300000.0,2013,delivery man
CJ,665000.0,48300000.0,2013,the berlin file
LGF,12100000.0,36300000.0,2013,the last stand
Rela.,25700000.0,22400000.0,2013,21 and over
WB,25600000.0,21800000.0,2013,her (2013)
CL,43800.0,47200000.0,2013,tiny times 2
LGF,34300000.0,12900000.0,2013,texas chainsaw 3d
LGF,21800000.0,24700000.0,2013,the big wedding
FD,17600000.0,28600000.0,2013,parker
Focus,26000000.0,20100000.0,2013,the world's end
WB,29800000.0,15100000.0,2013,grudge match
ORF,20200000.0,22900000.0,2013,homefront
LG/S,42900000.0,0.0,2013,snitch
ORF,16100000.0,19800000.0,2013,jobs
Focus,21400000.0,14100000.0,2013,the place beyond the pines
CBS,13200000.0,19700000.0,2013,inside llewyn davis
RAtt.,21600000.0,11000000.0,2013,mud
Rela.,8800000.0,23600000.0,2013,movie 43
LG/S,32200000.0,74000.0,2013,kevin hart: let me explain
A24,14100000.0,17600000.0,2013,spring breakers
WGUSA,458000.0,31200000.0,2013,new world (2013)
Rela.,24500000.0,6000000.0,2013,don jon
Magn.,34700.0,28200000.0,2013,i give it a year
Par.,17700000.0,10000000.0,2013,nebraska
WB (NL),22500000.0,4900000.0,2013,the incredible burt wonderstone
Wein.,8300000.0,19000000.0,2013,mandela: long walk to freedom
MNE,1000.0,27200000.0,2013,khumba
W/Dim.,17400000.0,9000000.0,2013,dark skies
FoxS,17600000.0,7700000.0,2013,enough said
FoxS,2300000.0,21900000.0,2013,trance
FoxS,21500000.0,1700000.0,2013,"the way, way back"
Wein.,1500000.0,21300000.0,2013,kon-tiki
FoxS,21600000.0,887000.0,2013,baggage claim
EOne,335000.0,21400000.0,2013,diana
Jan.,2900000.0,18500000.0,2013,the great beauty
Wein.,2500000.0,18000000.0,2013,the sapphires
Fox,19700000.0,0.0,2013,broken city
SPC,5100000.0,14500000.0,2013,the company you keep
A24,5800000.0,13300000.0,2013,the bling ring
LGF,18500000.0,0.0,2013,you're next
FD,10900000.0,7200000.0,2013,dead man down
Focus,18000000.0,0.0,2013,admission
Wein.,16100000.0,1300000.0,2013,fruitvale station
SGem,8900000.0,7700000.0,2013,battle of the year
Rela.,11300000.0,4300000.0,2013,out of the furnace
Distrib.,900.0,15200000.0,2013,billy and buddy
CBS,15200000.0,0.0,2013,the last exorcism part ii
ORF,8000000.0,7000000.0,2013,machete kills
Imax,7600000.0,6500000.0,2013,journey to the south pacific
Rela.,7400000.0,6400000.0,2013,paranoia
RAtt.,6300000.0,7400000.0,2013,all is lost
Elev.,376000.0,12600000.0,2013,puella magi madoka magica the movie: rebellion
FoxS,1700000.0,10400000.0,2013,stoker
Cohen,390000.0,11500000.0,2013,in the house
SPC,1400000.0,10400000.0,2013,i'm so excited
Wein.,218000.0,11200000.0,2013,haute cuisine
SPC,8100000.0,3100000.0,2013,before midnight
RTWC,779000.0,9900000.0,2013,only god forgives
SPC,1300000.0,9300000.0,2013,the past
SPC,1600000.0,8400000.0,2013,love is all you need
WB,9500000.0,0.0,2013,bullet to the head
LGF,9200000.0,130000.0,2013,tyler perry presents peeples
NGE,8000000.0,1300000.0,2013,jerusalem
BV,3300000.0,5300000.0,2013,the fifth estate
MNE,105000.0,8000000.0,2013,upside down
PH,3400000.0,4600000.0,2013,metallica through the never
LGF,5800000.0,2000000.0,2013,pulling strings
FoxS,7000000.0,436000.0,2013,black nativity
IFC,2200000.0,5200000.0,2013,blue is the warmest color
Wein.,1700000.0,5300000.0,2013,unfinished song
IFC,347000.0,6700000.0,2013,the angels' share
A24,6900000.0,0.0,2013,the spectacular now
EOne,26700.0,6300000.0,2013,the sweeney
ORF,6200000.0,0.0,2013,believe
Focus,5800000.0,0.0,2013,closed circuit
Wein.,179000.0,5300000.0,2013,populaire
Trib.,175000.0,5300000.0,2013,broken circle breakdown
CJ,134000.0,5300000.0,2013,fists of legend
UTV,5300000.0,0.0,2013,chennai express
RTWC,4900000.0,0.0,2013,20 feet from stardom
FD,2200000.0,2700000.0,2013,oldboy (2013)
WGUSA,76500.0,4500000.0,2013,commitment
Strand,8900.0,4400000.0,2013,white elephant
RAtt.,4300000.0,0.0,2013,much ado about nothing (2013)
IFC,4099999.0,0.0,2013,frances ha
Cohen,285000.0,3600000.0,2013,you will be my son
Eros,3800000.0,0.0,2013,yeh jawaani hai deewani
Drft.,22100.0,3600000.0,2013,pieta
Da.,17700.0,3600000.0,2013,mental
CBS,3500000.0,74600.0,2013,the to-do list
Magn.,3600.0,3500000.0,2013,mr. nobody
RAtt.,3300000.0,0.0,2013,emperor
LGF,3300000.0,0.0,2013,stand up guys
RAtt.,3000000.0,0.0,2013,in a world
Eros,2700000.0,0.0,2013,ram-leela
Cohen,102000.0,2400000.0,2013,capital
FoxS,2300000.0,99700.0,2013,the east
HTR,2400000.0,0.0,2013,i'm in love with a church girl
SPC,2300000.0,0.0,2013,no (2013)
Gold.,2300000.0,0.0,2013,renoir
ELS,2300000.0,0.0,2013,the christmas candle
Osci.,72600.0,2200000.0,2013,reality (2013)
Eros,2200000.0,0.0,2013,krrish 3
SPC,2200000.0,0.0,2013,austenland
Magn.,18800.0,2100000.0,2013,the sorcerer and the white snake
MNE,2000000.0,0.0,2013,the iceman (2013)
SPC,1800000.0,0.0,2013,fill the void
E1,340000.0,1300000.0,2013,starbuck (u.s. only)
Relbig.,1600000.0,0.0,2013,bhaag milkha bhaag
MPI,102000.0,1500000.0,2013,therese
RAtt.,1600000.0,0.0,2013,stories we tell
RTWC,357000.0,1200000.0,2013,lovelace
UTV,1600000.0,0.0,2013,race 2
LD,1400000.0,0.0,2013,disconnect
RAtt.,1400000.0,0.0,2013,girl most likely
SPC,1300000.0,0.0,2013,wadjda (u.s. only)
CBS,1300000.0,0.0,2013,the kings of summer
SPC,1200000.0,0.0,2013,the invisible woman
KL,21500.0,1200000.0,2013,violeta went to heaven
Rela.,1200000.0,0.0,2013,romeo and juliet (2013)
Gold.,1200000.0,0.0,2013,still mine
MBox,38700.0,1100000.0,2013,the wall (2013)
UTV,1100000.0,0.0,2013,kai po che
MNE,1100000.0,0.0,2013,what maisie knew
RAtt.,1100000.0,0.0,2013,thanks for sharing
IFC,397000.0,635000.0,2013,ain't them bodies saints
SPC,1000000.0,0.0,2013,kill your darlings
Cdgm.,1000000.0,0.0,2013,short term 12
A24,1000000.0,0.0,2013,ginger & rosa
MBox,970000.0,0.0,2013,lore
Eros,903000.0,0.0,2013,raanjhana
TVC,850000.0,0.0,2013,generation iron
ATO,13500.0,794000.0,2013,the monk
UTV,739000.0,0.0,2013,satyagraha
Zeit.,717000.0,0.0,2013,hannah arendt
Relbig.,680000.0,0.0,2013,besharam
Wein.,584000.0,67000.0,2013,salinger
Magn.,613000.0,0.0,2013,the hunt
FEF,613000.0,0.0,2013,walking the camino: six ways to santiago
Magn.,588000.0,0.0,2013,to the wonder
Eros,582000.0,0.0,2013,lootera
CGld,561000.0,0.0,2013,museum hours
IFC,553000.0,0.0,2013,the reluctant fundamentalist
KL,18900.0,488000.0,2013,you ain't seen nothin' yet
LGF,495000.0,0.0,2013,the inevitable defeat of mister and pete
Drft.,487000.0,0.0,2013,act of killing
Vari.,423000.0,0.0,2013,sound city
Magn.,101000.0,319000.0,2013,shadow dancer
Magn.,414000.0,0.0,2013,a hijacking
Eros,414000.0,0.0,2013,grand masti
Eros,411000.0,0.0,2013,phata poster nikla hero
SPC,383000.0,0.0,2013,the armstrong lie
WGUSA,35100.0,347000.0,2013,tai chi hero
SPC,381000.0,0.0,2013,at any price
Eros,370000.0,0.0,2013,shootout at wadala
Relbig.,342000.0,0.0,2013,gori tere pyaar mein
EXCL,319000.0,0.0,2013,adore
FM,5900.0,306000.0,2013,a bottle in the gaza sea
Eros,298000.0,0.0,2013,go goa gone
Cohen,280000.0,0.0,2013,blancanieves
UTV,271000.0,0.0,2013,himmatwala
MSF,259000.0,0.0,2013,great expectations (2013)
MBox,100000.0,132000.0,2013,the silence
Eros,226000.0,0.0,2013,singh saab the great
UTV,222000.0,0.0,2013,abcd (any body can dance)
Cdgm.,208000.0,0.0,2013,arthur newman
UTV,203000.0,0.0,2013,ghanchakkar
P/108,190000.0,0.0,2013,midnight's children
Eros,167000.0,0.0,2013,r... rajkumar
FCW,166000.0,0.0,2013,we steal secrets: the story of wikileaks
SPC,149000.0,0.0,2013,the patience stone
Eros,148000.0,0.0,2013,rangeelay
Vari.,128000.0,0.0,2013,drug war
IFC,125000.0,0.0,2013,beyond the hills
XL,117000.0,0.0,2013,storm surfers 3d
Strand,117000.0,0.0,2013,yossi
TFA,112000.0,0.0,2013,spinning plates
Eros,112000.0,0.0,2013,ek thi daayan
Cdgm.,105000.0,0.0,2013,the english teacher
RTWC,100000.0,0.0,2013,man of tai chi
EOne,92200.0,0.0,2013,passion
IFC,89200.0,0.0,2013,byzantium
WGUSA,85800.0,0.0,2013,the rooftop
EOne,81400.0,0.0,2013,we are what we are
MNE,81100.0,0.0,2013,stuck in love
KL,79800.0,0.0,2013,more than honey
AF,76900.0,0.0,2013,caesar must die
CGld,76200.0,0.0,2013,leviathan (2013)
Anch.,74900.0,0.0,2013,no one lives
Trib.,70500.0,0.0,2013,war witch
Zeit.,68000.0,0.0,2013,the pervert's guide to ideology
CL,64400.0,0.0,2013,my lucky star
Distrib.,62700.0,0.0,2013,becoming traviata
IFC,61800.0,0.0,2013,sightseers
IFC,56800.0,0.0,2013,the canyons
Eros,46700.0,0.0,2013,table no. 21
EOne,46300.0,0.0,2013,wish you were here (2013)
A24,45400.0,0.0,2013,a glimpse inside the mind of charles swan iii
P/108,42200.0,0.0,2013,the we and the i
MNE,39900.0,0.0,2013,killing season
Strand,39200.0,0.0,2013,post tenebras lux
FRun,38600.0,0.0,2013,rising from ashes
IFC,38500.0,0.0,2013,berberian sound studio
WGUSA,37900.0,0.0,2013,ip man: the final fight
RAtt.,36900.0,0.0,2013,redemption (2013)
KL,35300.0,0.0,2013,camille claudel 1915
IFC,24500.0,0.0,2013,bastards
Strand,24300.0,0.0,2013,paradise: love
Distrib.,23200.0,0.0,2013,our children
Magn.,21800.0,0.0,2013,v/h/s/2
IFC,21300.0,0.0,2013,the look of love
GK,21000.0,0.0,2013,the painting (2013)
Cohen,20000.0,0.0,2013,terraferma
IFC,19700.0,0.0,2013,love and honor (2013)
KL,18800.0,0.0,2013,nostalghia
SD,18200.0,0.0,2013,casting by
Cdgm.,17200.0,0.0,2013,violet & daisy
Anch.,14800.0,0.0,2013,jayne mansfield's car
CJ,14400.0,0.0,2013,a wedding invitation
A23,13200.0,0.0,2013,red obsession
IFC,12200.0,0.0,2013,the selfish giant
MNE,11700.0,0.0,2013,charlie countryman
Cohen,11400.0,0.0,2013,just like a woman
CL,11200.0,0.0,2013,so young
FM,9900.0,0.0,2013,in the name of
EOne,9800.0,0.0,2013,inchallah (u.s. only)
IFC,9700.0,0.0,2013,welcome to the punch
IFC,9000.0,0.0,2013,clandestine childhood
IFC,8100.0,0.0,2013,argento's dracula 3d
CL,6900.0,0.0,2013,finding mr. right
Strand,6700.0,0.0,2013,paradise: hope
Strand,6500.0,0.0,2013,paradise: faith
WGUSA,5300.0,0.0,2013,the guillotines
Rialto,3500.0,0.0,2013,the stroller strategy
Trib.,2700.0,0.0,2013,what richard did
Vita.,1100.0,0.0,2013,caught in the web
Anch.,800.0,0.0,2013,i spit on your grave 2
Magn.,700.0,0.0,2013,into the white
Magn.,100.0,0.0,2013,storage 24
Par.,245400000.0,858600000.0,2014,transformers: age of extinction
WB (NL),255100000.0,700900000.0,2014,the hobbit: the battle of the five armies
BV,333200000.0,440200000.0,2014,guardians of the galaxy
BV,241400000.0,517100000.0,2014,maleficent
LGF,337100000.0,418200000.0,2014,the hunger games: mockingjay - part 1
Fox,233900000.0,513900000.0,2014,x-men: days of future past
BV,259800000.0,454500000.0,2014,captain america: the winter soldier
Fox,208500000.0,502100000.0,2014,dawn of the planet of the apes
Sony,202900000.0,506100000.0,2014,the amazing spider-man 2
Par.,188000000.0,489400000.0,2014,interstellar
BV,222500000.0,435300000.0,2014,big hero 6
Fox,177000000.0,444500000.0,2014,how to train your dragon 2
WB,350100000.0,197300000.0,2014,american sniper
WB,200700000.0,328400000.0,2014,godzilla (2014)
Fox,131500000.0,368600000.0,2014,rio 2
Par.,191200000.0,302100000.0,2014,teenage mutant ninja turtles (2014)
WB,257800000.0,211400000.0,2014,the lego movie
Uni.,126700000.0,336700000.0,2014,lucy
Fox,83400000.0,289700000.0,2014,penguins of madagascar
WB,100200000.0,270300000.0,2014,edge of tomorrow
Fox,167800000.0,201600000.0,2014,gone girl
Fox,113700000.0,249500000.0,2014,night at the museum: secret of the tomb
Par.,101200000.0,261399999.0,2014,noah
Fox,102400000.0,245900000.0,2014,the maze runner
WB,106600000.0,231000000.0,2014,300: rise of an empire
Sony,191700000.0,139600000.0,2014,22 jump street
Fox,124900000.0,182300000.0,2014,the fault in our stars
LG/S,150900000.0,137900000.0,2014,divergent
Fox,111500000.0,164200000.0,2014,mr. peabody & sherman
Uni.,150200000.0,120500000.0,2014,neighbors
Fox,65000000.0,203200000.0,2014,exodus: gods and kings
WB (NL),84300000.0,172800000.0,2014,annabelle
Par.,72700000.0,172100000.0,2014,hercules (2014)
Sony,58600000.0,184100000.0,2014,robocop (2014)
Wein.,91100000.0,142400000.0,2014,the imitation game
Uni.,92200000.0,130600000.0,2014,non-stop
Uni.,56300000.0,160800000.0,2014,dracula untold
LGF,39300000.0,175300000.0,2014,the expendables 3
BV,128000000.0,85100000.0,2014,into the woods
Sony,85800000.0,126000000.0,2014,fury (2014)
Magn.,18100.0,205600000.0,2014,journey to the west
BV,43600000.0,159700000.0,2014,need for speed
Fox,83900000.0,112800000.0,2014,the other woman (2014)
Sony,101500000.0,90800000.0,2014,the equalizer
CL,778000.0,188200000.0,2014,breakup buddies
FoxS,59300000.0,115500000.0,2014,the grand budapest hotel
Uni.,86200000.0,83600000.0,2014,dumb and dumber to
Uni.,115600000.0,47800000.0,2014,unbroken
WB (NL),47600000.0,114100000.0,2014,into the storm
Sony,78000000.0,77000000.0,2014,the monuments men
Uni.,134900000.0,19500000.0,2014,ride along
BV,59200000.0,92200000.0,2014,planes: fire & rescue
Fox,82400000.0,55800000.0,2014,let's be cops
Par.,50600000.0,84900000.0,2014,jack ryan: shadow recruit
Sony,85900000.0,47900000.0,2014,annie (2014)
WB,46300000.0,81700000.0,2014,blended
Sony,38500000.0,87500000.0,2014,sex tape
Focus,35900000.0,87800000.0,2014,the theory of everything
ORF,64300000.0,56600000.0,2014,the nut job
BV,5200000.0,112700000.0,2014,the wind rises
TriS,23200000.0,94600000.0,2014,pompeii
CJ,2600000.0,109600000.0,2014,the admiral: roaring currents
Uni.,72000000.0,40000000.0,2014,the purge: anarchy
Focus,50800000.0,58400000.0,2014,the boxtrolls
WB,54400000.0,53200000.0,2014,horrible bosses 2
Uni.,50900000.0,52700000.0,2014,ouija
FoxS,42300000.0,60900000.0,2014,birdman
WB,23000000.0,80000000.0,2014,transcendence
BV,67000000.0,34400000.0,2014,"alexander and the terrible, horrible, no good, very bad day"
TriS,91400000.0,9900000.0,2014,heaven is for real
WB (NL),84500000.0,16000000.0,2014,tammy
UTV,10600000.0,89800000.0,2014,p.k.
Fox,50200000.0,49600000.0,2014,the book of life (2014)
Par.,32500000.0,58400000.0,2014,paranormal activity: the marked ones
BV,54200000.0,34600000.0,2014,the hundred-foot journey
LG/S,43000000.0,45700000.0,2014,john wick
SGem,30600000.0,57400000.0,2014,deliver us from evil
Uni.,43100000.0,44100000.0,2014,a million ways to die in the west
RTWC,4600000.0,82200000.0,2014,snowpiercer
LG/S,14900000.0,71300000.0,2014,step up all in
WB,47100000.0,37300000.0,2014,the judge
BV,51200000.0,29200000.0,2014,muppets most wanted
WB (NL),50500000.0,28400000.0,2014,if i stay
LGF,19100000.0,52100000.0,2014,"i, frankenstein"
WGUSA,557000.0,70000000.0,2014,the attorney
SGem,65200000.0,5000000.0,2014,think like a man too
Rela.,20400000.0,48500000.0,2014,brick mansions
Sony,1000000.0,67099999.0,2014,stalingrad (2014)
Fox,59700000.0,8100000.0,2014,son of god
WB,47000000.0,20600000.0,2014,jersey boys
Wein.,45100000.0,21900000.0,2014,the giver
Par.,52100000.0,14700000.0,2014,selma
Free,60800000.0,3900000.0,2014,god's not dead
Shout!,4100.0,64200000.0,2014,thunder and the house of magic!
Wein.,16200000.0,47300000.0,2014,begin again
LG/S,18800000.0,42400000.0,2014,the legend of hercules
Elev.,175000.0,60300000.0,2014,evangelion: 3.0 you can (not) redo
WB,42000000.0,15800000.0,2014,dolphin tale 2
Wein.,44100000.0,10700000.0,2014,st. vincent
SGem,52500000.0,1800000.0,2014,no good deed (2014)
Uni.,26300000.0,26900000.0,2014,a walk among the tombstones
Rela.,30700000.0,21900000.0,2014,3 days to kill
FoxS,37900000.0,14600000.0,2014,wild (2014)
SPC,10500000.0,40500000.0,2014,magic in the moonlight
SV,2600000.0,47800000.0,2014,dragon ball z: battle of gods
SGem,48600000.0,365000.0,2014,about last night (2014)
SPC,13100000.0,35900000.0,2014,whiplash
ORF,31400000.0,14500000.0,2014,chef
Rela.,38900000.0,6400000.0,2014,earth to echo
IFC,25400000.0,19100000.0,2014,boyhood
Rela.,27700000.0,16300000.0,2014,oculus
FIP,2500000.0,39500000.0,2014,bang bang
Uni.,21300000.0,20600000.0,2014,as above/so below
WB,34300000.0,7000000.0,2014,this is where i leave you
Focus,26100000.0,14400000.0,2014,that awkward moment
W/Dim.,13800000.0,25600000.0,2014,frank miller's sin city: a dame to kill for
Par.,33700000.0,5600000.0,2014,the gambler
BV,36500000.0,2800000.0,2014,million dollar arm
ORF,32400000.0,6300000.0,2014,nightcrawler
Fox,15800000.0,21100000.0,2014,devil's due
RAtt.,17200000.0,19000000.0,2014,a most wanted man
Rela.,26800000.0,9200000.0,2014,the best of me
Uni.,23400000.0,11300000.0,2014,endless love (2014)
Uni.,30700000.0,2700000.0,2014,get on up
Rela.,25000000.0,7500000.0,2014,the november man
WGUSA,416000.0,32100000.0,2014,the pirates
WB,12600000.0,18500000.0,2014,winter's tale
TriS,30100000.0,0.0,2014,when the game stands tall
LG/S,28800000.0,620000.0,2014,draft day
Wein.,14500000.0,14800000.0,2014,big eyes
CJ,137000.0,27800000.0,2014,the divine move
Par.,25300000.0,800000.0,2014,top five
WGUSA,7700.0,26000000.0,2014,iceman (2014)
CE,15200000.0,10200000.0,2014,and so it goes
Wein.,9600.0,25100000.0,2014,on the other side of the tracks
Wein.,10900.0,24600000.0,2014,the players
GK,703000.0,23500000.0,2014,the tale of the princess kaguya
ORF,17300000.0,6600000.0,2014,a haunted house 2
Wein.,4400000.0,17900000.0,2014,the railway man
SPC,4000000.0,18200000.0,2014,mr. turner
WGUSA,219000.0,21400000.0,2014,the suspect (2014)
BV,17800000.0,3500000.0,2014,bears
Wein.,724000.0,20300000.0,2014,yves saint laurent
Par.,13400000.0,6900000.0,2014,labor day
IFC,335000.0,19600000.0,2014,"like father, like son (2014)"
Free,14000000.0,5700000.0,2014,left behind (2014)
CE,8500000.0,10200000.0,2014,legends of oz: dorothy's return
FoxS,10700000.0,7900000.0,2014,the drop
LGF,8500000.0,9300000.0,2014,the quiet ones
ORF,10500000.0,7000000.0,2014,sabotage (2014)
LGF,17400000.0,0.0,2014,addicted
Elev.,43200.0,17300000.0,2014,road to ninja - naruto the movie
FoxS,3600000.0,13300000.0,2014,calvary
Fox,2800000.0,14100000.0,2014,the pyramid
LGF,16000000.0,364000.0,2014,tyler perry's the single moms club
Magn.,3900.0,16200000.0,2014,beyond outrage
CE,3200000.0,12200000.0,2014,before i go to sleep
Wein.,7800000.0,7600000.0,2014,vampire academy
WB,8100000.0,6600000.0,2014,inherent vice
WB,11300000.0,2800000.0,2014,island of lemurs: madagascar (imax)
Magn.,507000.0,13000000.0,2014,the two faces of january
MNE,3800000.0,9600000.0,2014,fading gigolo
SPC,12100000.0,0.0,2014,foxcatcher
A24,5700000.0,6300000.0,2014,a most violent year
Sony,6100000.0,5200000.0,2014,the interview (2014)
Wein.,101000.0,10800000.0,2014,one chance
Strand,59900.0,10700000.0,2014,bicycling with moliere
FoxS,10700000.0,0.0,2014,belle
Strand,59500.0,10500000.0,2014,wetlands
TriS,10400000.0,0.0,2014,moms' night out
IFC,964000.0,9300000.0,2014,the babadook
Magn.,786000.0,9500000.0,2014,nymphomaniac: volume i
VPD,8200.0,10100000.0,2014,gladiators of rome
Drft.,303000.0,9500000.0,2014,mood indigo
Magn.,153000.0,9600000.0,2014,alan partridge: the movie
IFC,374000.0,8000000.0,2014,venus in fur
Magn.,34400.0,8300000.0,2014,filth
CBS,3500000.0,4400000.0,2014,what if (2014)
FIP,616000.0,7100000.0,2014,finding fanny
CBS,1400000.0,6100000.0,2014,pride (2014)
Cohen,339000.0,7100000.0,2014,chinese puzzle
Magn.,13300.0,7200000.0,2014,a long way down
IFC,1400000.0,5400000.0,2014,"two days, one night"
GK,71700.0,6700000.0,2014,a letter to momo
LGF,6400000.0,0.0,2014,cantinflas
Cohen,343000.0,5900000.0,2014,le chef
LGF,870000.0,5200000.0,2014,mas negro que la noche
IFC,3000.0,6000000.0,2014,french gigolo (cliente)
IFC,2900000.0,3000000.0,2014,the trip to italy
Wein.,2000000.0,3800000.0,2014,the immigrant
Focus,3600000.0,1900000.0,2014,wish i was here
A24,2600000.0,2800000.0,2014,under the skin (2014)
RAtt.,5300000.0,0.0,2014,the skeleton twins
IFC,12000.0,5100000.0,2014,the french minister
GK,262000.0,4800000.0,2014,ernest & celestine
Wein.,510000.0,4400000.0,2014,tracks (2014)
KE,267000.0,4500000.0,2014,the love punch
RAtt.,4400000.0,0.0,2014,dear white people
SPC,4200000.0,0.0,2014,the lunchbox
Cohen,4000000.0,0.0,2014,my old lady
Zeit.,231000.0,3700000.0,2014,diplomacy
RTWC,174000.0,3700000.0,2014,horns
MBox,3800000.0,0.0,2014,ida
Magn.,1400.0,3700000.0,2014,ragnarok
